,geno,dcc,passed,age_group,animal
7120,wt,0.1338251863437787,True,Young,kdr14
7121,wt,0.5648667419865017,False,Mid,kdr14
7122,wt,0.3795553419674771,False,Mid,kdr14
7123,wt,0.14166406798034403,True,Mid,kdr14
7124,wt,0.31717411243927884,False,Mid,kdr14
7125,wt,0.2579958631635799,True,Mid,kdr14
7126,wt,0.2635395277885282,True,Mid,kdr14
7127,wt,0.12462645253664517,False,Mid,kdr14
7128,wt,0.8306339791832151,True,Mid,kdr14
7129,wt,0.07476494384257215,True,Mid,kdr14
7130,wt,0.011527768106148306,True,Mid,kdr14
7131,wt,0.30679146399188584,True,Mid,kdr14
7132,wt,0.21247745278239827,True,Mid,kdr14
7133,wt,0.672512195345333,False,Mid,kdr14
7134,wt,0.3140479184112954,True,Mid,kdr14
7135,wt,0.5216190649008514,False,Mid,kdr14
7136,wt,0.6622722116498434,False,Mid,kdr14
7137,wt,1.0194600528129747,False,Young,kdr14
7138,wt,0.28997559329161104,True,Young,kdr14
7139,wt,0.017391156054548995,True,Mid,kdr14
7140,wt,0.1430992606521806,True,Mid,kdr14
7141,wt,0.6522348673742333,True,Mid,kdr14
7142,wt,0.5714100001971232,True,Mid,kdr14
7143,wt,0.1453420828607468,True,Mid,kdr14
7144,wt,0.07158124983969705,True,Mid,kdr14
7145,wt,0.10800945075306423,True,Mid,kdr14
7146,wt,0.15004812222473096,True,Mid,kdr14
7147,wt,0.4326788738498071,False,Mid,kdr14
7148,wt,0.3224370817115505,False,Mid,kdr14
7149,wt,0.008445701769935976,True,Mid,kdr14
7150,wt,0.07635838770940762,True,Mid,kdr14
7151,wt,0.05115295856391655,True,Mid,kdr14
7152,wt,0.3684461787872009,True,Mid,kdr14
7153,wt,0.12719897604943164,True,Mid,kdr14
7154,wt,0.3605260989531436,True,Mid,kdr14
7155,wt,0.2595320259381855,True,Mid,kdr14
7156,wt,0.1736818215834599,True,Mid,kdr14
7157,wt,0.4763492239481997,True,Mid,kdr14
7158,wt,0.04216268981840332,True,Mid,kdr14
7159,wt,0.8286117184344188,False,Young,kdr14
7160,wt,0.9555676343317983,True,Young,kdr14
7161,wt,0.9028833831415892,False,Mid,kdr14
7162,wt,0.12769381804770163,True,Mid,kdr14
7163,wt,0.30312948156654085,False,Mid,kdr14
7164,wt,0.6721121936850616,False,Mid,kdr14
0,wt,0.09174407945682006,True,Mid,caf40
0,wt,0.26910087707627106,True,Mid,caf40
0,wt,0.3274533011847873,True,Mid,caf40
0,wt,0.12296274758167591,True,Mid,caf40
0,wt,0.08933160632470472,True,Mid,caf40
0,wt,0.18257333891563476,True,Mid,caf40
0,wt,0.022136424362414253,False,Mid,caf40
0,wt,0.017662169618505974,True,Mid,caf40
0,wt,0.017742849906012825,True,Mid,caf40
0,wt,0.035376549294145576,True,Mid,caf40
0,wt,0.06340623661155842,True,Mid,caf40
0,wt,0.00026784532025936336,True,Mid,caf40
0,wt,0.051065226085495574,True,Mid,caf40
0,wt,0.007674187207664884,True,Mid,caf40
0,wt,0.09118826871041552,True,Mid,caf40
0,wt,0.06962719464167821,True,Mid,caf40
0,wt,0.002675003570097756,True,Mid,caf40
0,wt,0.060043288283562646,True,Mid,caf40
0,wt,0.1723989880560719,True,Mid,caf40
0,wt,0.1572001266826175,False,Mid,caf40
0,wt,0.11368899113033648,True,Mid,caf40
0,wt,0.08052720482950937,True,Mid,caf40
0,wt,0.07840035375184495,True,Mid,caf40
0,wt,0.07664908749428334,True,Mid,caf40
0,wt,0.2802938943395623,True,Mid,caf40
0,wt,0.6163550757466252,False,Mid,caf40
0,wt,0.2247123209234274,True,Mid,caf40
0,wt,0.02872180551850967,False,Mid,caf40
0,wt,0.05217404021061167,True,Mid,caf40
0,wt,0.14705921938592326,True,Mid,caf40
0,wt,0.05557927668909013,True,Mid,caf40
0,wt,0.2848790416926872,True,Mid,caf40
0,wt,0.10945081360152775,True,Mid,caf40
0,wt,0.11179424694925899,True,Mid,caf40
0,wt,0.1622372854096572,True,Mid,caf40
0,wt,0.046229721823596304,False,Mid,caf40
0,wt,0.05483910821121629,True,Mid,caf40
0,wt,0.0707894694317357,True,Mid,caf40
0,wt,0.39454868298569234,False,Mid,caf40
0,wt,0.10999928813371462,True,Mid,caf40
0,wt,0.5546776369331354,True,Mid,caf40
0,wt,0.022765211857093126,True,Mid,caf40
0,wt,0.4521196019687419,True,Mid,caf40
0,wt,0.3828865775662086,False,Mid,caf40
0,wt,0.2129005551116836,False,Mid,caf40
0,wt,0.7096162279259832,False,Mid,caf40
0,wt,0.21643419474363945,True,Mid,caf40
0,wt,0.06256387569775779,True,Mid,caf40
0,wt,0.208602971661207,True,Mid,caf40
0,wt,0.02625483641532589,True,Mid,caf40
0,wt,0.35088768847473917,True,Mid,caf40
0,wt,0.01012762774812126,True,Mid,caf40
0,wt,0.078746779120215,True,Mid,caf40
0,wt,0.18958700363558112,True,Mid,caf40
0,wt,0.15303508086333695,True,Mid,caf40
0,wt,0.08987606017948524,True,Mid,caf40
0,wt,0.1335691949634663,True,Mid,caf40
0,wt,0.2513671406128948,True,Mid,caf40
0,wt,0.3547549284874858,False,Mid,caf40
0,wt,0.15394157077319282,True,Mid,caf40
0,wt,0.2037821449421937,False,Mid,caf40
0,wt,0.7942743980914815,False,Mid,caf40
0,wt,0.531035774354357,False,Mid,caf40
0,wt,0.14671318863410954,False,Mid,caf40
0,wt,0.27438647508881164,False,Mid,caf40
0,wt,0.2262375542758519,False,Mid,caf40
0,wt,0.06512633668585055,True,Mid,caf40
0,wt,0.11347096929052869,True,Mid,caf40
0,wt,0.07770120064989938,True,Mid,caf40
0,wt,0.05543120078218022,True,Mid,caf40
0,wt,0.20729465575104156,True,Mid,caf40
0,wt,0.06297412361681176,True,Mid,caf40
0,wt,0.06588150341467625,True,Mid,caf40
0,wt,0.16841844837992292,True,Mid,caf40
0,wt,0.03705959578723772,True,Mid,caf40
0,wt,0.019021279680722536,True,Mid,caf40
0,wt,0.002373517702775052,True,Mid,caf40
0,wt,0.010868564989834573,True,Mid,caf40
0,wt,0.027880155480033197,True,Mid,caf40
0,wt,0.27755132539840677,True,Mid,caf40
0,wt,0.18583901413478343,True,Mid,caf40
0,wt,0.2510108324280127,False,Mid,caf40
0,wt,0.19618575317233256,True,Mid,caf40
0,wt,0.08562099887306074,True,Mid,caf40
0,wt,0.04716505324172093,True,Mid,caf40
0,wt,0.3913724104771241,False,Mid,caf40
0,wt,0.011248401459468926,True,Mid,caf40
0,wt,0.14278556921550067,True,Mid,caf40
0,wt,0.18471024762233323,False,Mid,caf40
0,wt,0.418624974174433,False,Mid,caf40
0,wt,0.16939150316820184,True,Mid,caf40
0,wt,0.18036099672214445,False,Mid,caf40
0,wt,0.20806404796289812,True,Mid,caf40
0,wt,0.041697272669966035,True,Mid,caf40
0,wt,0.19891695076704163,True,Mid,caf40
0,wt,0.029082571960824977,True,Mid,caf40
0,wt,0.11828222917987574,True,Mid,caf40
0,wt,0.06870067922848766,True,Mid,caf40
0,wt,0.01288986080273502,True,Mid,caf40
0,wt,0.1328233564102823,False,Mid,caf40
0,wt,0.1018987266945055,False,Mid,caf40
0,wt,0.5714799743542356,False,Mid,caf40
0,wt,0.390646866294621,False,Mid,caf40
0,wt,0.14131030229785035,True,Mid,caf40
0,wt,0.02176507023653529,True,Mid,caf40
0,wt,0.07604902309245287,True,Mid,caf40
0,wt,0.03890843012499845,True,Mid,caf40
0,wt,0.0071526450110783735,True,Mid,caf40
0,wt,0.022288755167752194,True,Mid,caf40
0,wt,0.004576439828968715,True,Mid,caf40
0,wt,0.11090273835233977,False,Mid,caf40
0,wt,0.13013410491076338,False,Mid,caf40
0,wt,0.18422751647494007,False,Mid,caf40
0,wt,0.10615163488341328,True,Mid,caf40
0,wt,0.4873257751032374,False,Mid,caf40
0,wt,0.23738423130364872,True,Mid,caf40
0,wt,0.01483741209417877,True,Mid,caf40
0,wt,0.013852891073293572,True,Mid,caf40
0,wt,0.3129302505992497,True,Mid,caf40
0,wt,0.004207872423672043,True,Mid,caf40
0,wt,0.01796441976187646,True,Mid,caf40
0,wt,0.19174802100188715,True,Mid,caf40
0,wt,0.15712035752741205,True,Mid,caf40
0,wt,0.1591948851308671,True,Mid,caf40
0,wt,0.00333256718782704,True,Mid,caf40
0,wt,0.06902279268826783,False,Mid,caf40
0,wt,0.08298070696188709,True,Mid,caf40
0,wt,0.19436863278677086,True,Mid,caf40
0,wt,0.01828105037982919,False,Mid,caf40
0,wt,0.036815557542289934,True,Mid,caf40
0,wt,0.02828826740079915,True,Mid,caf40
0,wt,0.01728211637562227,True,Mid,caf40
0,wt,0.010595510861842294,True,Mid,caf40
0,wt,0.062273813473679995,True,Mid,caf40
0,wt,0.09891254191807497,True,Mid,caf40
0,wt,0.07972674676423996,True,Mid,caf40
0,wt,0.06080580918772238,False,Mid,caf40
0,wt,0.032818714993838816,True,Mid,caf40
0,wt,0.13963934148767443,True,Mid,caf40
0,wt,0.11614614727289219,True,Mid,caf40
0,wt,0.04866051327627363,True,Mid,caf40
0,wt,0.03932513320068498,True,Mid,caf40
0,wt,0.1605315867619772,True,Mid,caf40
0,wt,0.018090233607535477,True,Mid,caf40
0,wt,0.12914435275779934,False,Mid,caf40
0,wt,0.25705239221952203,False,Mid,caf40
0,wt,0.02590798631393887,True,Mid,caf40
0,wt,0.015574371347883975,True,Mid,caf40
0,wt,0.03596697241584801,True,Mid,caf40
0,wt,0.034609180666261175,False,Mid,caf40
0,wt,0.07285975417846968,False,Mid,caf40
0,wt,0.03216189303765549,True,Mid,caf40
0,wt,0.11861782569387591,False,Mid,caf40
0,wt,0.10098474162614934,True,Mid,caf40
0,wt,0.1505615537008136,True,Mid,caf40
0,wt,0.053493262620574855,False,Mid,caf40
0,wt,0.13760496368168096,False,Mid,caf40
0,wt,0.17538729976085587,False,Mid,caf40
0,wt,0.07359858113941797,True,Mid,caf40
0,wt,0.1433891233989928,True,Mid,caf40
0,wt,0.029234066655066115,True,Mid,caf40
0,wt,0.04313749639503972,True,Mid,caf40
0,wt,0.04246123171835059,True,Mid,caf40
0,wt,0.0456430769851639,True,Mid,caf40
0,wt,0.08680030307433295,True,Mid,caf40
0,wt,0.07698953717597679,True,Mid,caf40
0,wt,0.4846520225237885,False,Mid,caf40
0,wt,0.21830093235165404,True,Mid,caf40
0,wt,0.0863197125199533,False,Mid,caf40
0,wt,0.15804393967256125,False,Mid,caf40
0,wt,0.11931513612891309,True,Mid,caf40
0,wt,0.10034409669770228,True,Mid,caf40
0,wt,0.06060294640378516,True,Mid,caf40
0,wt,0.585536622511662,False,Mid,caf40
0,wt,0.08339318499739323,True,Mid,caf40
0,wt,0.12753409625158585,False,Mid,caf40
0,wt,0.1759466679459658,True,Mid,caf40
0,wt,0.0739311555385116,True,Mid,caf40
0,wt,0.046115850852967544,True,Mid,caf40
0,wt,0.042347196171910184,True,Mid,caf40
0,wt,0.1086255078128624,True,Mid,caf40
0,wt,0.09899550480802288,True,Mid,caf40
0,wt,0.01598959437827774,True,Mid,caf40
0,wt,0.1694839842129765,False,Mid,caf40
0,wt,0.15786080500516264,True,Mid,caf40
0,wt,0.22348871870514575,True,Mid,caf40
0,wt,0.21298720922671155,False,Mid,caf40
0,wt,0.10151061169702946,False,Mid,caf40
0,wt,0.07250881954221788,True,Mid,caf40
0,wt,0.14192632498355584,True,Mid,caf40
0,wt,0.10490378104428921,True,Mid,caf40
0,wt,0.5595686703252041,True,Mid,caf40
0,wt,0.36172035844064765,True,Mid,caf40
0,wt,0.1948571725552426,True,Mid,caf40
0,wt,0.13845475335728752,False,Mid,caf40
0,wt,0.045842835068484966,False,Mid,caf40
0,wt,0.1324283185547812,False,Mid,caf40
0,wt,0.05047346110518269,True,Mid,caf40
0,wt,0.07846611019315275,False,Mid,caf40
0,wt,0.15407724283129598,True,Mid,caf40
0,wt,0.015088785068523292,True,Mid,caf40
0,wt,0.03193217081557753,True,Mid,caf40
0,wt,0.04766869059965262,True,Mid,caf40
0,wt,0.14133303466117786,True,Mid,caf40
0,wt,0.060932056294258796,True,Mid,caf40
0,wt,0.03613954516122231,True,Mid,caf40
0,wt,0.22313732669282982,True,Mid,caf40
0,wt,0.060360127494268,False,Mid,caf40
0,wt,0.1371393023038201,True,Mid,caf40
0,wt,0.0303972972580675,False,Mid,caf40
0,wt,0.01573037192216087,True,Mid,caf40
0,wt,0.0568596030507349,False,Mid,caf40
0,wt,0.05463998424493277,True,Mid,caf40
0,wt,0.013905037140053755,True,Mid,caf40
0,wt,0.03733114062723075,True,Mid,caf40
0,wt,0.1252907831159369,True,Mid,caf40
0,wt,0.01987169244905318,True,Mid,caf40
0,wt,0.005431220955457228,True,Mid,caf40
0,wt,0.05463998424493277,True,Mid,caf40
0,wt,0.013905037140053755,True,Mid,caf40
0,wt,0.03733114062723075,True,Mid,caf40
0,wt,0.1252907831159369,True,Mid,caf40
0,wt,0.01987169244905318,True,Mid,caf40
0,wt,0.005431220955457228,True,Mid,caf40
0,wt,0.12793962363391187,False,Mid,caf40
0,wt,0.1143005084746127,False,Mid,caf40
0,wt,0.41299840731515713,False,Mid,caf40
0,wt,0.15199257305507152,False,Mid,caf40
0,wt,0.2940089712512777,True,Mid,caf40
0,wt,0.06354166630393498,True,Mid,caf40
0,wt,0.033440568381485125,True,Mid,caf40
0,wt,0.08566296684803798,False,Mid,caf40
0,wt,0.13628824563273878,False,Mid,caf40
0,wt,0.15127895587673224,False,Mid,caf40
0,wt,0.2781358319263725,False,Mid,caf40
0,wt,0.006585174008597816,False,Mid,caf40
0,wt,0.0548254177016112,True,Mid,caf40
0,wt,0.15742689818905697,True,Mid,caf40
0,wt,0.04606377565764608,True,Mid,caf40
0,wt,0.4571634274185963,True,Mid,caf40
0,wt,0.07079900569642428,False,Mid,caf40
0,wt,0.07631575692769799,True,Mid,caf40
0,wt,0.10705031596041503,False,Mid,caf40
0,wt,0.08019683046519499,True,Mid,caf40
0,wt,0.012718815582047238,True,Mid,caf40
0,wt,0.04429893160175258,True,Mid,caf40
0,wt,0.08585632633042017,False,Mid,caf40
0,wt,0.0916236097959704,True,Mid,caf40
0,wt,0.05804883570899588,True,Mid,caf40
0,wt,0.07527450588688644,True,Mid,caf40
0,wt,0.022642906888814096,True,Mid,caf40
0,wt,0.1019961598585093,True,Mid,caf40
0,wt,0.07178368181582462,True,Mid,caf40
0,wt,0.022441194216425764,True,Mid,caf40
0,wt,0.10745019015276225,False,Mid,caf40
0,wt,0.08873617955051993,False,Mid,caf40
0,wt,0.24352973966308333,False,Mid,caf40
0,wt,0.2842854914683015,False,Mid,caf40
0,wt,0.18762365559445038,False,Mid,caf40
0,wt,0.16715558505716688,True,Mid,caf40
0,wt,0.015395368459377723,True,Mid,caf40
0,wt,0.05117768899088637,False,Mid,caf40
0,wt,0.0436668597702603,True,Mid,caf40
0,wt,0.07283924368253158,True,Mid,caf40
0,wt,0.09702377549636299,True,Mid,caf40
0,wt,0.04488972527558177,True,Mid,caf40
0,wt,0.012242397698092988,True,Mid,caf40
0,wt,0.28219137934741134,True,Mid,caf40
0,wt,0.03394451898889739,True,Mid,caf40
0,wt,0.033869391540381155,True,Mid,caf40
0,wt,0.0055965229372203495,True,Mid,caf40
0,wt,0.021892582723342935,True,Mid,caf40
0,wt,0.14540878813726543,True,Young,caf107
0,wt,0.46183656722204436,False,Young,caf107
0,wt,0.4510711616649248,,Young,caf107
0,wt,0.786913016202573,True,Young,caf107
0,wt,0.08674502142700824,False,Young,caf107
0,wt,0.08058569677874172,True,Young,caf107
0,wt,0.6725106685118873,False,Young,caf107
0,wt,0.649801662935485,False,Young,caf107
0,wt,0.13725810287070606,True,Young,caf107
0,wt,0.08060325018696268,True,Young,caf107
0,wt,0.014317030399075836,True,Young,caf107
0,wt,0.03424322477277775,True,Young,caf107
0,wt,0.037497141363336706,True,Young,caf107
0,wt,0.8894892399274952,False,Young,caf107
0,wt,0.6897312364614783,,Young,caf107
0,wt,0.159896811602529,True,Young,caf107
0,wt,0.1653800003174528,True,Young,caf107
0,wt,0.2444907839801751,True,Young,caf107
0,wt,0.8318485179618866,,Young,caf107
0,wt,0.1800124113592798,False,Young,caf107
0,wt,0.8076064290802829,True,Young,caf107
0,wt,0.5750663662053752,True,Young,caf107
0,wt,0.13533764040224372,False,Young,caf107
0,wt,0.15806859273563334,True,Young,caf107
0,wt,0.03973405378188377,True,Young,caf107
0,wt,0.1151345275804101,True,Young,caf107
0,wt,0.20817907775635902,True,Young,caf107
0,wt,0.15902879652788338,False,Young,caf107
0,wt,0.15768181654565816,False,Young,caf107
0,wt,0.03547799925394379,True,Young,caf107
0,wt,0.21825186305115607,True,Young,caf107
0,wt,0.17384297206803567,True,Young,caf107
0,wt,0.18855736154417047,True,Young,caf107
0,wt,0.8733465883752258,False,Young,caf107
0,wt,0.13303287260497787,False,Young,caf107
0,wt,0.10853531979124553,False,Young,caf107
0,wt,0.15903954422681643,False,Young,caf107
0,wt,0.5895744968327687,False,Young,caf107
0,wt,0.14481075539344124,False,Young,caf107
0,wt,0.14116596540002102,True,Young,caf107
0,wt,0.06148523678651574,True,Young,caf107
0,wt,0.3986544278326969,True,Young,caf107
0,wt,0.12744006060803592,True,Young,caf107
0,wt,0.9270707368586957,False,Young,caf107
0,wt,0.8247301877904927,False,Young,caf107
0,wt,0.25245263060686396,False,Young,caf107
0,wt,0.5666697769161826,False,Young,caf107
0,wt,0.12471228970993153,True,Young,caf107
0,wt,0.17568906279930552,True,Young,caf107
0,wt,0.2654281851582023,True,Young,caf107
0,wt,0.13702109699977338,False,Young,caf107
0,wt,0.14511371662359762,True,Young,caf107
0,wt,0.09887779269856178,False,Young,caf107
0,wt,0.18040401398063421,False,Young,caf107
0,wt,0.21620170848750897,False,Young,caf107
0,wt,0.21695452917823732,False,Young,caf107
0,wt,0.17693084718303975,True,Young,caf107
0,wt,0.9074732838206931,True,Young,caf107
0,wt,0.7823964827294243,False,Young,caf107
0,wt,0.9260798076412704,False,Young,caf107
0,wt,0.1792582779015066,False,Young,caf107
0,wt,0.8331140874870735,False,Young,caf107
0,wt,0.8859261610601898,False,Young,caf107
0,wt,0.40392209999866924,True,Young,caf107
0,wt,0.2827277624983675,False,Young,caf107
0,wt,0.15647895646887533,False,Young,caf107
0,wt,0.1141368681146766,False,Young,caf107
0,wt,0.1387298491231972,False,Young,caf107
0,wt,0.1824063800292237,False,Young,caf107
0,wt,1.064147185150057,False,Young,caf107
0,wt,0.16872500984688865,True,Young,caf107
0,wt,0.20318384880331042,True,Young,caf107
0,wt,0.26563321152247554,False,Young,caf107
0,wt,0.4689933452485364,True,Young,caf107
0,wt,0.17729751669887817,True,Young,caf107
0,wt,0.8094357454315291,True,Young,caf107
0,wt,1.5233146612007997,False,Young,caf107
0,wt,0.13444227414762144,False,Young,caf107
0,wt,0.08750991535665209,True,Young,caf107
0,wt,0.21671713441393492,True,Young,caf107
0,wt,0.09427266024721326,True,Young,caf107
0,wt,0.124033567129187,False,Young,caf107
0,wt,0.05821176138932849,True,Mid,caf107
0,wt,0.07717305455497314,True,Mid,caf107
0,wt,0.049909664465785264,True,Mid,caf107
0,wt,0.3091354767369916,True,Mid,caf107
0,wt,0.019167918307039455,True,Mid,caf107
0,wt,0.16557424730183068,True,Mid,caf107
0,wt,0.10905383544963643,False,Mid,caf107
0,wt,0.6662287799834932,False,Mid,caf107
0,wt,0.45022687031182196,True,Mid,caf107
0,wt,0.07383263140765428,True,Mid,caf107
0,wt,0.03359675411549978,True,Mid,caf107
0,wt,0.01752966804967282,True,Mid,caf107
0,wt,0.24151926605400065,True,Mid,caf107
0,wt,0.06042422263455771,True,Mid,caf107
0,wt,0.04154476234966986,,Mid,caf107
0,wt,0.23661222248475666,True,Mid,caf107
0,wt,0.05048230099950368,,Mid,caf107
0,wt,0.3242999152940824,True,Mid,caf107
0,wt,0.00781098523617052,True,Mid,caf107
0,wt,0.2777077792761242,,Mid,caf107
0,wt,0.13491327275408316,True,Mid,caf107
0,wt,0.011251719758342826,True,Mid,caf107
0,wt,0.120069832891186,True,Mid,caf107
0,wt,0.0415535514172507,True,Mid,caf107
0,wt,0.04525722970895263,True,Mid,caf107
0,wt,0.01749391723292093,True,Mid,caf107
0,wt,0.17952792737204826,True,Mid,caf107
0,wt,0.721194589195491,False,Mid,caf107
0,wt,0.30045979360051045,True,Mid,caf107
0,wt,0.07453177764539709,,Mid,caf107
0,wt,0.29469010808887197,True,Mid,caf107
0,wt,0.24930037172273645,True,Mid,caf107
0,wt,0.04827208565099084,True,Mid,caf107
0,wt,0.6751101876027212,True,Mid,caf107
0,wt,0.5076520430175699,False,Mid,caf107
0,wt,0.5556781822615895,True,Mid,caf107
0,wt,0.14239321135051286,True,Mid,caf107
0,wt,0.029155029279819056,True,Mid,caf107
0,wt,0.056105207183643646,True,Mid,caf107
0,wt,0.1007274816971262,True,Mid,caf107
0,wt,0.05272567145896212,True,Mid,caf107
0,wt,0.06106077189672798,False,Mid,caf107
0,wt,0.6018403725196175,False,Mid,caf107
0,wt,0.7876062807046293,False,Mid,caf107
0,wt,0.7379288413487475,True,Mid,caf107
0,wt,0.16976717087303195,True,Mid,caf107
0,wt,0.36766336270802125,True,Mid,caf107
0,wt,0.15224651749463147,True,Mid,caf107
0,wt,0.04857471843347949,True,Mid,caf107
0,wt,0.009299156782625495,True,Mid,caf107
0,wt,0.08886076458707093,False,Mid,caf107
0,wt,0.26757898185755646,True,Mid,caf107
0,wt,0.08187643012403067,True,Mid,caf107
0,wt,0.15045676380982598,True,Mid,caf107
0,wt,0.49259845468095675,True,Mid,caf107
0,wt,0.039706652039436685,True,Mid,caf107
0,wt,0.11981063711492235,True,Mid,caf26
0,wt,0.42794362883131076,True,Mid,caf26
0,wt,0.40410499364535135,False,Mid,caf26
0,wt,0.048431258468025984,False,Mid,caf26
0,wt,0.17123375846584143,True,Mid,caf26
0,wt,0.13472664176992577,True,Mid,caf26
0,wt,0.0042006242673968686,True,Mid,caf26
0,wt,0.1724570476598999,True,Mid,caf26
0,wt,0.15765277602080574,True,Mid,caf26
0,wt,0.21266304034754935,False,Mid,caf26
0,wt,0.00755739040066028,True,Mid,caf26
0,wt,0.13323514880063003,True,Mid,caf26
0,wt,0.08755136132266306,False,Mid,caf26
0,wt,0.7469268254293087,True,Mid,caf26
0,wt,0.62866613419269,False,Mid,caf26
0,wt,0.5003401463081991,True,Mid,caf26
0,wt,0.8052511212893783,False,Mid,caf26
0,wt,0.4250234878666457,False,Mid,caf26
0,wt,0.3499104333992942,False,Mid,caf26
0,wt,0.1592959609110589,False,Mid,caf26
0,wt,0.6259810516986524,True,Mid,caf26
0,wt,0.17411500590389628,False,Mid,caf26
0,wt,0.10999116523567065,False,Mid,caf26
0,wt,0.06539877448486275,True,Mid,caf26
0,wt,0.5041567383926382,False,Mid,caf26
0,wt,0.7881608709649723,True,Mid,caf26
0,wt,0.13443894972091575,,Mid,caf26
0,wt,0.786488996751826,,Mid,caf26
0,wt,0.5434465373122517,False,Mid,caf26
0,wt,0.2704188392040845,False,Mid,caf26
0,wt,0.10247278069135701,True,Mid,caf26
0,wt,0.14753333263009738,True,Mid,caf26
0,wt,0.3865344311340504,True,Mid,caf26
0,wt,0.014175769639351188,True,Mid,caf26
0,wt,0.01644841194400204,True,Mid,caf26
0,wt,0.2419579189517067,True,Mid,caf26
0,wt,0.056915065469096415,True,Mid,caf26
0,wt,0.35058365825634774,False,Mid,caf26
0,wt,0.3769520502877708,True,Mid,caf26
0,wt,0.22066927434272077,True,Mid,caf26
0,wt,0.5362840379067795,True,Mid,caf26
0,wt,0.05459336566446393,True,Mid,caf26
0,wt,0.012185744340999172,True,Mid,caf26
0,wt,0.1169048905913801,True,Mid,caf26
0,wt,0.24766922072610287,False,Young,caf90
0,wt,0.6618778402148058,False,Young,caf90
0,wt,0.3890269511932616,False,Young,caf90
0,wt,0.21374167871774752,False,Young,caf90
0,wt,0.3398944492125828,False,Young,caf90
0,wt,0.15658616021188143,True,Young,caf90
0,wt,0.12445511633534401,True,Young,caf90
0,wt,1.651476492039411,False,Young,caf90
0,wt,0.3491937006646204,False,Young,caf90
0,wt,0.40037317999900535,True,Young,caf90
0,wt,0.09377025222064383,True,Young,caf90
0,wt,0.19335181840676863,True,Young,caf90
0,wt,0.5933034532196975,False,Young,caf90
0,wt,0.21789903897884622,True,Young,caf90
0,wt,0.9298461180712423,False,Young,caf90
0,wt,0.5285980556235412,False,Young,caf90
0,wt,0.1764082778213083,False,Young,caf90
0,wt,0.16127968328834363,False,Young,caf90
0,wt,0.4010352110030919,True,Young,caf90
0,wt,0.1759851915874644,False,Young,caf90
0,wt,0.19110500404494268,True,Young,caf90
0,wt,0.39242016712732974,,Young,caf90
0,wt,0.29437334755832745,False,Young,caf90
0,wt,0.23946271808825936,True,Young,caf90
0,wt,0.04305538543203147,True,Young,caf90
0,wt,0.04020863516318607,True,Young,caf90
0,wt,0.23115964115726828,False,Young,caf90
0,wt,0.365559275721538,False,Young,caf90
0,wt,0.023340392581661096,True,Young,caf90
0,wt,0.09928576990513283,True,Young,caf90
0,wt,0.18296726777665828,True,Young,caf90
0,wt,0.09548272787456269,True,Young,caf90
0,wt,0.3446697696097656,False,Young,caf90
0,wt,0.454750658017659,False,Young,caf90
0,wt,0.31227135778361914,False,Young,caf90
0,wt,0.44116617136613456,False,Young,caf90
0,wt,0.09806203046495665,True,Young,caf90
0,wt,0.24651970520067623,True,Young,caf90
0,wt,0.03151412599271253,False,Young,caf90
0,wt,0.12083072703046782,True,Young,caf90
0,wt,0.0740219639227897,True,Young,caf90
0,wt,0.2081615952917395,True,Young,caf90
0,wt,0.8799757276885072,False,Young,caf90
0,wt,3.0599765362028233,False,Young,caf90
0,wt,0.07173183783237258,True,Young,caf90
0,wt,0.7565948074487459,True,Young,caf90
0,wt,0.902281433885781,False,Young,caf90
0,wt,0.4107835800463251,False,Young,caf90
0,wt,0.6776366377539784,False,Young,caf90
0,wt,0.438817349554816,False,Young,caf90
0,wt,0.5019676062828258,False,Young,caf90
0,wt,0.7677395600901764,False,Young,caf90
0,wt,0.7306445366823062,False,Young,caf90
0,wt,0.5008884136041791,False,Young,caf90
0,wt,0.5293674268332296,False,Young,caf90
0,wt,0.5244672466225127,False,Young,caf90
0,wt,0.8554929573170948,False,Young,caf90
0,wt,0.8537360033304513,False,Young,caf90
0,wt,0.8330679298301951,False,Young,caf90
0,wt,0.6778535058157882,False,Young,caf90
0,wt,0.17746690387942832,False,Young,caf90
0,wt,0.20925992574211394,True,Young,caf90
0,wt,0.11388124133008914,True,Young,caf90
0,wt,0.0581225069301734,True,Young,caf90
0,wt,0.16598657530041905,True,Young,caf90
0,wt,0.2509899208210329,True,Young,caf90
0,wt,0.801303491959791,False,Young,caf90
0,wt,0.5697424151583528,False,Young,caf90
0,wt,0.8548032286596579,False,Young,caf90
0,wt,2.2294189826573207,False,Young,caf90
0,wt,0.541020414745627,False,Young,caf90
0,wt,0.7947156014543821,False,Young,caf90
0,wt,0.6215260811356309,False,Young,caf90
0,wt,0.5710325378419177,False,Young,caf90
0,wt,1.92896203887071,False,Young,caf90
0,wt,0.6443490525408413,False,Young,caf90
0,wt,0.38516431224286585,False,Young,caf90
0,wt,0.8137645524741917,False,Young,caf90
0,wt,0.29285474326590455,,Young,caf90
0,wt,0.018824965000765692,True,Young,caf90
0,wt,0.28906471889262875,False,Young,caf90
0,wt,0.3485663606846017,False,Young,caf90
0,wt,0.30668456934606025,False,Young,caf90
0,wt,0.2888790616503032,False,Young,caf90
0,wt,0.3569411944485614,True,Young,caf90
0,wt,0.20721480647648116,False,Young,caf90
0,wt,0.4505121511857535,False,Young,caf90
0,wt,0.5467201995984716,False,Young,caf90
