,geno,dcc,passed,age_group,animal
4416,wt,0.0912977594831883,True,Old,caf81
4425,e4,0.0018311696818451573,True,Mid,caf50
4426,e4,0.05608342428570401,True,Mid,caf50
4427,e4,0.023346400466490502,True,Mid,caf50
4428,e4,0.05566914032203796,True,Mid,caf50
4429,e4,0.21228182518077654,True,Mid,caf50
4430,e4,0.07828577846518692,True,Mid,caf50
4431,e4,0.4744078606815443,False,Mid,caf50
4432,e4,0.039219085640530116,True,Mid,caf50
4433,e4,0.0718966280389648,True,Mid,caf50
4434,e4,0.11645005871093916,False,Mid,caf50
4435,e4,0.09335866822383476,True,Mid,caf50
4436,e4,0.1341026911601384,True,Mid,caf50
4441,wt,0.3300447858951501,False,Young,caf95
4442,wt,0.24704739215498595,False,Young,caf95
4447,e4,0.12017516198358735,False,Mid,caf50
4448,e4,0.1677161549519437,True,Mid,caf50
4449,e4,0.028155793776204252,True,Mid,caf50
4450,e4,0.0040259893412557535,True,Mid,caf50
4451,e4,0.08795259618804896,True,Mid,caf50
4452,e4,0.13477197618340386,True,Mid,caf50
4453,e4,0.07929059157792451,True,Mid,caf50
4454,e4,0.0962965726650391,True,Mid,caf50
4455,e4,0.07068062473959147,True,Mid,caf50
4456,e4,0.04138251412210758,True,Mid,caf50
4457,e4,0.11752576270759829,False,Mid,caf50
4458,e4,0.06732847261570796,False,Mid,caf50
4463,wt,0.05060526691679512,False,Old,caf88
4464,wt,0.2658167739790174,True,Old,caf88
4488,wt,0.06570451976349712,True,Old,caf88
4489,wt,0.0647455574380793,False,Old,caf88
4490,e4,0.0040126253890262475,True,Mid,caf50
4491,e4,0.03378928032163575,True,Mid,caf50
4492,e4,0.05710745227315539,True,Mid,caf50
4493,e4,0.20289234951314428,True,Mid,caf50
4497,e4,0.23218841402199342,True,Mid,caf50
4510,wt,0.16453835285549467,False,Mid,caf26
4511,wt,0.32889574941694155,,Mid,caf26
4512,wt,0.16820149567678389,False,Mid,caf26
4513,wt,0.09640464947986149,,Mid,caf26
4514,wt,0.014377257217113026,True,Mid,caf26
4515,wt,0.004808199449513495,True,Mid,caf26
4516,wt,0.2759663189714243,True,Mid,caf26
4517,wt,0.02087335701526971,True,Mid,caf26
4529,e4,0.3634834780538929,False,Mid,caf50
4543,wt,0.04494428091302449,False,Young,caf95
4544,wt,0.006096907446725863,False,Young,caf95
4552,wt,0.06943026568453226,True,Old,caf81
4553,wt,0.036642910061705614,True,Old,caf81
4554,wt,0.06556988100267636,True,Old,caf81
4555,wt,0.34272577370209056,True,Old,caf81
4556,wt,0.0746117857365185,True,Old,caf81
4557,wt,0.23043939248682954,True,Old,caf81
4571,e4,0.3209803776035428,,Mid,caf50
4586,wt,0.19162971895861136,True,Mid,caf26
4587,wt,0.1021618316583337,True,Mid,caf26
4588,wt,0.0633090750784171,True,Mid,caf26
4589,wt,0.07570979270225764,False,Mid,caf26
4590,wt,0.004643901076949675,False,Mid,caf26
4591,wt,0.43494944009971004,False,Mid,caf26
4592,wt,0.009812010908083924,False,Mid,caf26
4593,wt,0.014426797916933465,True,Mid,caf26
4599,e4,0.37137949480711563,False,Mid,caf50
4615,e4,0.044769345650835124,False,Mid,caf50
4616,e4,0.07792396264159973,True,Mid,caf50
4617,e4,0.06874276410752134,True,Mid,caf50
4618,e4,0.06390054673636447,True,Mid,caf50
4619,e4,0.12532808858926647,False,Mid,caf50
4620,e4,0.07133251179241196,True,Mid,caf50
4621,e4,0.14575346330448347,True,Mid,caf50
4622,e4,0.39230131843017335,True,Mid,caf50
4623,e4,0.2828315696195647,False,Mid,caf50
4624,e4,0.22952324250975176,False,Mid,caf50
4625,e4,0.10497504196045337,True,Mid,caf50
4626,e4,0.270738820879991,True,Mid,caf50
4633,wt,0.11819970798190726,True,Young,caf95
4634,e4,0.01910079533468445,True,Mid,caf50
4635,e4,0.04197143376510004,True,Mid,caf50
4636,e4,0.00497527132615061,True,Mid,caf50
4637,e4,0.06242824021873972,True,Mid,caf50
4638,e4,0.007172736139148261,False,Mid,caf50
4639,e4,0.09805067489390251,True,Mid,caf50
4640,e4,0.024363113168326178,False,Mid,caf50
4641,e4,0.0011732181807277975,True,Mid,caf50
4642,e4,0.04399708324324547,True,Mid,caf50
4643,e4,0.049691639435475166,True,Mid,caf50
4644,e4,0.18253120950191604,True,Mid,caf50
4645,e4,0.03578035046205419,True,Mid,caf50
4647,e4,0.1385683705110261,True,Mid,caf50
4648,e4,0.016971302098625518,True,Mid,caf50
4649,e4,0.039625538006141214,True,Mid,caf50
4650,e4,0.05265065698194249,True,Mid,caf50
4657,wt,0.024650997042717115,True,Old,caf69
4678,e4,0.17707918892951557,False,Young,caf50
4697,e4,0.06750377959875586,True,Mid,caf50
4722,e4,0.5403213692000515,False,Mid,caf50
4723,e4,0.007182486883128059,True,Mid,caf50
4724,e4,0.17639304581054804,,Mid,caf50
4725,e4,0.025394460761735793,True,Mid,caf50
4738,e4,0.08644632418809306,True,Mid,caf50
4739,e4,0.1928770055770006,True,Mid,caf50
4740,e4,0.2750943352250921,True,Mid,caf50
4741,e4,0.07845598434151935,True,Mid,caf50
4742,wt,0.010435103892026065,False,Old,caf88
4743,wt,0.03429579658332993,False,Old,caf88
4745,e4,0.08499858425369822,True,Mid,caf50
4756,wt,0.03812954501954202,True,Young,caf95
4758,wt,0.4474914535015382,False,Young,caf95
4759,wt,0.10935121352221566,True,Young,caf95
4760,wt,0.023417392457477426,True,Old,caf81
4761,wt,0.08463923938357887,True,Old,caf81
4762,wt,0.09379878174247125,True,Old,caf81
4763,wt,0.06169782836811222,True,Old,caf81
4764,wt,0.03913754801765301,True,Old,caf81
4765,wt,0.024974597598587778,True,Old,caf81
4766,wt,0.07961764097340729,True,Mid,caf26
4767,wt,0.24043413210550613,True,Mid,caf26
4768,wt,0.2571793758076344,True,Mid,caf26
4769,wt,0.012845379846911475,True,Mid,caf26
4770,wt,0.030001970496977837,True,Mid,caf26
4771,wt,0.014897530164240447,True,Mid,caf26
4772,wt,0.008937314758103332,False,Mid,caf26
4773,wt,0.016261302261846522,True,Mid,caf26
4791,wt,0.004892748149804449,True,Old,caf88
4792,wt,0.0915028626152643,False,Old,caf88
4827,wt,0.18947319726880807,False,Young,caf96
4833,wt,0.018684873042438488,True,Young,caf92
4834,wt,0.15739538154158583,False,Young,caf95
4835,wt,0.09483463492677147,False,Young,caf95
4836,wt,0.15387298326947962,False,Old,caf88
4837,wt,0.09558058925902757,False,Old,caf88
4838,e4,0.0012974932328040367,True,Mid,caf50
4839,e4,0.15091050324479927,True,Mid,caf50
4840,e4,0.05631498650432287,False,Mid,caf50
4841,e4,0.08389187524551267,True,Mid,caf50
4842,e4,0.008369640191125294,True,Mid,caf50
4853,e4,0.03492176176480544,True,Mid,caf50
4854,e4,0.10681260357186906,True,Mid,caf50
4860,e4,0.44575550668039465,False,Mid,caf50
4861,e4,0.48792648914404024,False,Mid,caf50
4862,e4,0.3352868729610543,False,Mid,caf50
4863,e4,0.08207753829426268,True,Mid,caf50
4865,wt,0.005444535407186368,False,Young,caf95
4879,wt,0.06070730502487898,False,Young,caf95
4880,wt,0.014507480884229818,False,Young,caf95
4881,e4,0.11627140145046333,True,Mid,caf50
4882,e4,0.12466935497565079,True,Mid,caf50
4883,e4,0.41892421450543504,False,Mid,caf50
4884,e4,0.1689739263799701,True,Mid,caf50
4898,wt,0.335479110317749,False,Mid,caf26
4899,wt,0.10082360267105561,True,Mid,caf26
4900,wt,0.49736392419747366,True,Mid,caf26
4901,wt,0.15458868141291315,True,Mid,caf26
4902,wt,0.09927330801350154,False,Mid,caf26
4903,wt,0.009913303613374502,False,Mid,caf26
4904,wt,0.11723137506131365,False,Mid,caf26
4905,wt,0.06993587147940983,False,Mid,caf26
4914,wt,0.00838665388670079,False,Mid,caf26
4915,wt,0.25649213229306755,True,Mid,caf26
4916,wt,0.1365698343647188,True,Mid,caf26
4917,wt,0.18528412826756924,True,Mid,caf26
4918,wt,0.007325876483949889,True,Mid,caf26
4919,wt,0.047835902018546594,True,Mid,caf26
4920,wt,0.06083592411868177,True,Mid,caf26
4921,wt,0.11628905115537735,True,Mid,caf26
4922,e4,0.08651454100508738,True,Mid,caf50
4923,e4,0.15127469182010977,True,Mid,caf50
4924,e4,0.07941045886441911,False,Mid,caf50
4925,e4,0.03399203642967952,True,Mid,caf50
4939,wt,0.1609596012536385,True,Old,caf81
4940,wt,0.137310921610174,True,Old,caf81
4941,wt,0.018640726380024786,True,Old,caf81
4942,wt,0.09953434110822013,True,Old,caf81
4943,wt,0.06816192123643172,True,Old,caf81
4944,wt,0.03645834842436191,True,Old,caf81
4959,e4,0.06954006176499239,True,Mid,caf50
4960,e4,0.11374915069184999,True,Mid,caf50
4961,e4,0.11263835092452745,True,Mid,caf50
4962,e4,0.40148007415558284,True,Mid,caf50
5019,e4,0.15369751251280017,False,Mid,caf50
5020,e4,0.25006558241350474,False,Mid,caf50
5021,e4,0.054348849478430106,True,Mid,caf50
5022,e4,0.023600933395919288,True,Mid,caf50
5045,wt,0.068509194162375,True,Young,caf92
5046,wt,0.1970408560445709,False,Young,caf92
5047,wt,0.009275126187538119,False,Young,caf92
5048,wt,0.21425217487638304,True,Young,caf92
5069,e4,0.28392678890873935,False,Mid,caf50
5070,e4,0.19075649138083595,False,Mid,caf50
5071,e4,0.24087573992036138,False,Mid,caf50
5072,e4,0.015915805735012833,False,Mid,caf50
5073,e4,0.4678702792705922,False,Mid,caf50
5074,e4,0.1702431988409585,False,Mid,caf50
5075,e4,0.1840821477228496,False,Mid,caf50
5076,e4,1.0618684145510855,False,Mid,caf50
5077,e4,0.44916195371566725,False,Mid,caf50
5078,e4,0.7059956290834435,False,Mid,caf50
5079,e4,0.6461476457470112,False,Mid,caf50
5080,e4,0.929946494540342,False,Mid,caf50
5083,e4,0.024162574810480786,True,Mid,caf50
5092,e4,0.11827584315212669,True,Mid,caf50
5093,e4,0.5864045132265374,False,Mid,caf50
5094,e4,0.2006570418411875,True,Mid,caf50
5095,e4,0.12883965276841902,False,Mid,caf50
5096,e4,0.03423919062339964,True,Mid,caf50
5097,wt,0.012152642284493531,True,Young,caf95
5098,wt,0.09477224183030675,False,Old,caf88
5099,wt,0.3983126501618719,False,Old,caf88
5101,wt,0.26354087556657624,True,Mid,caf26
5106,wt,0.028188161753202934,False,Young,caf95
5107,wt,0.15632908732313378,False,Young,caf95
5108,wt,0.14163457753058228,False,Old,caf88
5109,wt,0.07118913141196459,True,Old,caf88
5118,e4,0.01068765776694236,True,Mid,caf50
5119,e4,0.11337077529514583,True,Mid,caf50
5121,e4,0.0016366861834371527,True,Mid,caf50
5144,wt,0.24598451913171893,True,Young,caf95
5145,wt,0.12214766888316397,True,Young,caf95
5159,wt,0.06492848560790954,True,Old,caf88
5160,wt,0.21599517291992298,True,Old,caf88
5161,e4,0.08030371740384745,True,Mid,caf50
5162,wt,0.10037640451551577,True,Mid,caf26
5163,e4,0.08901605868235318,True,Mid,caf50
5164,e4,0.11296385920828111,True,Mid,caf50
5165,e4,0.039418418499046926,True,Mid,caf50
5166,e4,0.07381854563468249,True,Mid,caf50
5167,e4,0.04344083424438128,False,Mid,caf50
5168,e4,0.11762993475089778,True,Mid,caf50
5169,e4,0.05863180567981208,False,Mid,caf50
5170,e4,0.06850794445099195,True,Mid,caf50
5171,e4,0.20976079224300093,False,Mid,caf50
5172,e4,0.0960956295269928,True,Mid,caf50
5190,e4,0.10548944557666728,False,Mid,caf50
5191,e4,0.21037458340319293,True,Mid,caf50
5196,wt,0.10715721019377322,,Mid,caf34
5197,wt,0.08217978681044236,,Mid,caf34
5198,wt,0.1682187534533145,,Mid,caf34
5199,wt,0.2520460849486209,False,Mid,caf34
5200,e4,0.25398595080257036,False,Mid,caf50
5201,e4,0.07211571635244973,True,Mid,caf50
5202,e4,0.07194003456069042,True,Mid,caf50
5203,e4,0.023951503228353044,False,Mid,caf50
5216,wt,0.14891237057060436,True,Mid,caf26
5217,wt,0.08726874619769309,,Mid,caf26
5218,wt,0.054257135991500505,True,Mid,caf26
5219,wt,0.014687257089769368,True,Mid,caf26
5220,wt,0.06643113001033374,True,Mid,caf26
5221,wt,0.023522034141708614,True,Mid,caf26
5222,wt,0.004382849078775619,False,Mid,caf26
5223,wt,0.010844239631339514,False,Mid,caf26
5232,wt,0.10567868014026827,True,Mid,caf26
5233,wt,0.6656769678804164,,Mid,caf26
5234,wt,0.05635865176608279,True,Mid,caf26
5235,wt,0.08395568382142193,True,Mid,caf26
5236,e4,0.05964152397969813,True,Mid,caf50
5237,e4,0.009970251951889164,True,Mid,caf50
5238,e4,0.16023607749423818,True,Mid,caf50
5239,e4,0.09699223218178488,True,Mid,caf50
5241,e4,0.11874770022952763,True,Mid,caf50
5242,e4,0.01594435443132336,True,Mid,caf50
5243,e4,0.020087766020954634,True,Mid,caf50
5244,e4,0.0569821683278966,True,Mid,caf50
5245,e4,0.07810978271020708,True,Mid,caf50
5246,e4,0.08202680450733757,True,Mid,caf50
5247,e4,0.04062573795243862,False,Mid,caf50
5248,e4,0.1271432775284984,True,Mid,caf50
5267,wt,0.00471342939234165,False,Young,caf92
5268,e4,0.37623435823681795,False,Mid,caf50
5274,wt,0.12699975959274457,,Old,caf88
5275,wt,0.02458146264693939,,Old,caf88
5277,wt,0.2059594863852705,False,Young,caf92
5278,wt,0.2021949784565762,True,Young,caf92
5279,wt,0.1596686595046788,False,Young,caf92
5303,e4,0.16416605133828854,False,Mid,caf50
5304,e4,0.09815411606013469,True,Mid,caf50
5305,e4,0.22571465258377166,True,Mid,caf50
5306,e4,0.01829288636365467,True,Mid,caf50
5307,e4,0.0958015038770701,True,Mid,caf50
5308,e4,0.15592736062719093,True,Mid,caf50
5309,e4,0.09256657112475342,True,Mid,caf50
5310,e4,0.18759395976517546,True,Mid,caf50
5311,e4,0.142370431665364,True,Mid,caf50
5312,e4,0.03597341024036038,True,Mid,caf50
5313,e4,0.04002166721269318,True,Mid,caf50
5314,e4,0.06381295808530285,True,Mid,caf50
5315,e4,0.2003803779721518,True,Mid,caf50
5316,e4,0.05024021707866644,True,Mid,caf50
5317,e4,0.05161503886417229,True,Mid,caf50
5318,e4,0.0637807781639097,True,Mid,caf50
5323,e4,0.0253110470938831,True,Mid,caf50
5324,e4,0.11894815059220254,False,Mid,caf50
5325,e4,0.08572573656873939,False,Mid,caf50
5326,e4,0.08947881338831754,False,Mid,caf50
5331,wt,0.12397458509851389,True,Young,caf95
5336,e4,0.07551272890384264,,Mid,caf50
5346,wt,0.41063050059863015,,Mid,caf26
5347,wt,0.06299305881270278,True,Mid,caf26
5348,wt,0.14040422441169964,False,Mid,caf26
5349,wt,0.12681160798576574,True,Mid,caf26
5350,wt,0.017782224114804013,True,Mid,caf26
5351,wt,0.3807016648902224,True,Mid,caf26
5352,wt,0.14620065027165396,False,Mid,caf26
5353,wt,0.3881850265223745,True,Mid,caf26
5362,e4,0.604115074930803,False,Mid,caf50
5363,e4,0.11688808319569022,False,Mid,caf50
5364,e4,0.14830887392526249,True,Mid,caf50
5365,e4,0.16873024175381168,True,Mid,caf50
5370,e4,0.008830145515799082,True,Mid,caf50
5371,e4,0.11149208173149261,True,Mid,caf50
5372,e4,0.13723919843528987,True,Mid,caf50
5373,e4,0.05042750881914482,True,Mid,caf50
5374,wt,0.02090296007016379,True,Mid,eab50
5375,wt,0.05273318067548716,True,Mid,eab50
5376,wt,0.02857573355831633,False,Young,caf95
5377,wt,0.06211515851997884,False,Young,caf95
5401,e4,0.05263093915682937,True,Mid,caf50
5402,e4,0.10878539824608735,True,Mid,caf50
5403,e4,0.16846505231118925,True,Mid,caf50
5404,e4,0.2343102060255302,False,Mid,caf50
5405,e4,0.0856019565911117,True,Mid,caf50
5406,e4,0.2051475518853758,True,Mid,caf50
5407,e4,0.17790627562543504,True,Mid,caf50
5408,e4,0.08809108647147812,True,Mid,caf50
5420,wt,0.0826488748425267,False,Old,caf81
5421,wt,0.08950084593088503,False,Old,caf81
5422,wt,0.04744136867889326,True,Old,caf81
5423,wt,0.010475458962468043,True,Old,caf81
5432,wt,0.007839359577468175,True,Mid,eab50
5477,e4,0.09190129734010011,False,Mid,caf50
5528,wt,0.19467189712165567,,Young,caf92
5529,wt,0.07856819727795461,,Young,caf92
5530,wt,0.05271231711803748,,Young,caf92
5531,wt,0.001356620143394105,True,Mid,caf26
5550,wt,0.025377346456091354,True,Young,caf95
5557,wt,0.10607591998550925,True,Old,caf81
5558,wt,0.03310175339628785,False,Old,caf81
5559,wt,0.1172247966275437,True,Old,caf81
5560,wt,0.038898862211441454,False,Old,caf81
5561,wt,0.08234201851537448,True,Old,caf81
5562,wt,0.10952958080937725,True,Old,caf81
5579,e4,0.08204180126843141,True,Mid,caf50
5580,e4,0.09055242431752952,True,Mid,caf50
5581,e4,0.09593849242470043,False,Mid,caf50
5582,e4,0.20115525171956183,True,Mid,caf50
5588,wt,0.08832055423744789,True,Mid,caf26
5589,wt,0.06972658520850872,True,Old,caf81
5590,wt,0.06534512195850373,False,Old,caf81
5591,wt,0.05095540845823021,True,Old,caf81
5592,wt,0.1634288886089108,True,Old,caf81
5593,wt,0.2478494797318005,True,Old,caf81
5594,wt,0.09147389976453901,True,Old,caf81
5608,wt,0.06549359527540788,True,Old,caf88
5609,wt,0.03414721126151221,True,Old,caf88
5655,wt,0.14145164216471962,True,Mid,eab50
5701,wt,0.10453049683921556,False,Young,caf92
5702,wt,0.14920069351151655,False,Young,caf92
5704,wt,0.4714820134398463,True,Mid,caf26
5705,wt,0.1457608806764925,True,Mid,caf26
5706,wt,0.2930837383147793,,Mid,caf26
5707,wt,0.1139084762843583,,Mid,caf26
5708,wt,0.04316054171721784,True,Mid,caf26
5709,wt,0.06231439803270322,False,Mid,caf26
5710,wt,0.18399128683159582,True,Mid,caf26
5711,wt,0.21200825833524228,False,Mid,caf26
5714,wt,0.23923862036892485,True,Mid,eab50
5715,wt,0.01298586811093072,True,Mid,eab50
5716,e4,0.08496608499585734,True,Mid,caf50
5758,wt,0.014381367017548552,True,Old,caf69
5759,wt,0.10523185432976812,True,Old,caf69
5760,wt,0.14126371936317583,True,Old,caf69
5761,wt,0.16237485353640113,False,Old,caf69
5762,wt,0.046494206713704855,False,Old,caf69
5763,wt,0.04790668418560884,True,Old,caf88
5764,wt,0.08773294857025382,False,Old,caf88
5802,wt,0.19882847995651964,False,Mid,caf26
5803,wt,0.037861208190806295,True,Mid,caf26
5807,wt,0.18186032791277773,False,Mid,caf26
5808,wt,0.5691056409023114,False,Mid,caf26
5809,wt,0.2976822263345855,True,Mid,caf26
5810,wt,1.1225309020569447,False,Mid,caf26
5811,wt,0.5854377862111251,True,Mid,caf26
5812,wt,0.005398323554442808,True,Old,caf88
5813,wt,0.04359249271461296,True,Old,caf88
5814,wt,0.02186984268925163,False,Young,caf95
5815,wt,0.029420493286696825,False,Young,caf95
5816,wt,0.24665750396991482,True,Mid,caf26
5817,wt,0.3377195463386793,True,Mid,caf26
5818,wt,0.3565848838737904,False,Mid,caf26
5819,wt,0.3318779163953687,False,Mid,caf26
5820,wt,0.0019414487082096699,False,Mid,caf26
5821,wt,0.03307598535109624,True,Mid,caf26
5822,wt,0.01748480041271483,True,Mid,caf26
5823,wt,0.0188493962577021,True,Mid,caf26
5824,wt,0.33820778653951566,True,Young,caf92
5825,wt,0.15556228897297109,,Young,caf92
5851,e4,0.08796068440368443,True,Mid,caf50
5852,e4,0.1156987395381801,True,Mid,caf50
5853,e4,0.15959236038979574,True,Mid,caf50
5854,e4,0.11200224891317134,True,Mid,caf50
5879,e4,0.028009607831652517,False,Mid,caf50
5887,e4,0.1337357819376681,False,Mid,caf50
5893,wt,0.5463415390320192,False,Mid,caf26
5894,wt,0.11186639464157766,False,Mid,caf26
5895,wt,0.4576345490159164,True,Mid,caf26
5896,wt,0.5870187440029635,True,Mid,caf26
5897,wt,0.18578906228675707,True,Mid,caf26
5898,wt,0.358209981118236,False,Mid,caf26
5899,wt,0.05454143329513372,True,Mid,caf26
5900,wt,0.22464494770609522,True,Mid,caf26
5915,wt,0.042663130527312854,False,Young,caf95
5933,e4,0.0041324898166759105,True,Mid,caf50
5976,e4,0.0932219693507168,True,Mid,caf50
5990,e4,0.055133067134678804,True,Mid,caf50
6045,wt,0.1948004941492374,True,Mid,caf26
6046,wt,0.42573179504231917,False,Mid,caf26
6047,wt,0.18892680116239258,True,Mid,caf26
6048,wt,0.09575553017012872,True,Mid,caf26
6049,wt,0.017929647588209363,True,Mid,caf26
6050,wt,0.41523917174993086,True,Mid,caf26
6051,wt,0.01792071619678648,,Mid,caf26
6069,wt,0.04400082717939524,True,Old,caf81
6070,wt,0.003904557713257706,True,Old,caf81
6071,wt,0.04274502297291183,True,Old,caf81
6072,wt,0.006219998739701582,True,Old,caf81
6073,wt,0.1954996503719546,True,Old,caf81
6074,wt,0.01777229683535042,True,Old,caf81
6075,wt,0.15588545693165634,True,Mid,caf26
6076,wt,0.08523298360664167,False,Mid,caf26
6077,wt,0.024784686269055722,False,Mid,caf26
6078,wt,0.24836067312965016,False,Mid,caf26
6079,wt,0.09197739862303145,True,Mid,caf26
6080,wt,0.14460822911313564,True,Mid,caf26
6081,wt,0.0828483089372638,True,Mid,caf26
6082,wt,0.04814775271904592,False,Mid,caf26
6083,wt,0.12325727293043576,True,Mid,caf26
6084,wt,0.08345416657568894,True,Mid,caf26
6085,wt,0.0863646420616686,True,Mid,caf26
6086,wt,0.13400572043384607,True,Mid,caf26
6087,wt,0.27589250226027806,True,Mid,caf26
6088,wt,0.16929734270525132,False,Mid,caf26
6089,wt,0.6984973973272872,,Mid,caf26
6090,wt,0.43595285331358213,True,Mid,caf26
6091,wt,0.29592389511696426,False,Old,caf88
6092,wt,0.18921197786171295,False,Old,caf88
6093,wt,0.20964293310084114,True,Young,caf92
6094,wt,0.11123740877260224,False,Young,caf92
6095,wt,0.056509383868064145,False,Young,caf92
6096,wt,0.047587111910778024,True,Young,caf92
6106,e4,0.0283187434880825,True,Mid,caf50
6107,wt,0.07977414107753655,False,Mid,caf26
6108,wt,0.3728865681031279,False,Mid,caf26
6109,wt,0.03757337002387162,False,Mid,caf26
6110,wt,0.07041693526972037,False,Mid,caf26
6111,wt,0.5768797347944796,False,Mid,caf26
6112,wt,0.487092109230318,False,Mid,caf26
6113,wt,0.11602003639143899,True,Mid,caf26
6114,wt,0.42726248358636143,False,Mid,caf26
6115,wt,0.1123445382233772,True,Old,caf88
6116,wt,0.25564972726056334,False,Old,caf88
6117,wt,0.013048528914152646,,Young,caf92
6118,wt,0.16605403292144794,False,Mid,caf26
6119,wt,0.16026220100533717,False,Mid,caf26
6120,wt,0.0034959537598107104,True,Mid,caf26
6121,wt,0.2022426843830103,True,Mid,caf26
6122,wt,0.34555955678836403,False,Mid,caf26
6123,wt,0.48679768091246967,True,Mid,caf26
6124,wt,0.04241636745381805,True,Mid,caf26
6125,wt,0.4111381064241926,False,Mid,caf26
6157,wt,0.3236683622803911,True,Mid,caf26
6158,wt,0.1678428280713975,False,Mid,caf26
6159,wt,0.0165911654725317,True,Mid,caf26
6160,wt,0.12225133305269398,False,Mid,caf26
6161,wt,0.028707832640610942,False,Mid,caf26
6162,wt,0.13330154190529053,True,Mid,caf26
6163,wt,0.04465295716680728,True,Mid,caf26
6164,wt,0.0013093231655270099,True,Mid,caf26
6172,wt,0.12685761529737394,True,Mid,eab50
6173,wt,0.1508741382788492,True,Mid,eab50
6312,e4,0.05511045020461358,True,Young,caf100
6315,e4,0.09387271842159994,True,Young,caf100
6316,e4,0.16993319686464936,,Young,caf100
6317,e4,0.4359662786901952,,Young,caf100
6318,e4,0.2867018868011286,,Young,caf100
6319,e4,0.1257467028355066,False,Young,caf100
6320,e4,0.4817145528884319,,Young,caf100
6323,e4,0.33341939019772426,,Young,caf100
6325,e4,0.026474011465184244,True,Young,caf100
6326,e4,0.09408075921448056,True,Young,caf100
6327,e4,0.3120377207781424,True,Young,caf100
6332,e4,0.478986637849232,True,Young,caf100
6333,e4,0.06458820038559554,True,Young,caf100
6334,e4,0.18813059522818998,True,Young,caf100
6335,e4,0.04819978096972033,True,Young,caf100
6338,e4,0.17742605907740416,True,Young,caf100
6339,e4,0.008806088524459632,False,Young,caf100
6340,e4,0.02465034310251002,True,Young,caf100
6341,e4,0.06050373299207057,True,Young,caf100
6343,e4,0.5497002286909705,True,Young,caf100
6344,e4,0.41706842251952914,False,Young,caf100
6345,e4,0.5116978298439925,True,Young,caf100
6346,e4,0.0019069433266667435,True,Young,caf100
6347,e4,0.010498865840371296,True,Young,caf100
6348,e4,0.2547274704461817,True,Young,caf100
6349,e4,0.1432218216257285,True,Young,caf100
6350,e4,0.05366672826347019,True,Young,caf100
6351,e4,0.1344701183221837,True,Young,caf100
6352,e4,0.05386673506676809,True,Young,caf100
6353,e4,0.3499629833607948,True,Young,caf100
6354,e4,0.011295232247040543,True,Young,caf100
6355,e4,0.1357887509296789,False,Young,caf100
6370,e4,0.34503205876835685,False,Young,caf100
6371,e4,0.2790949709418358,False,Young,caf100
6372,e4,0.2139931046220227,False,Young,caf100
6374,e4,0.12306224133315125,False,Young,caf100
6378,e4,0.2657640710222784,True,Young,caf100
6379,e4,0.5236645561649171,True,Young,caf100
6388,e4,0.8277931045590592,True,Young,caf100
6389,e4,0.3851583634365261,,Young,caf100
6391,e4,0.13348238839282178,True,Young,caf100
6398,e4,0.028537182615499423,True,Young,caf100
6400,e4,0.43275480596228455,True,Young,caf100
6401,e4,0.11060577654924808,True,Young,caf100
6405,e4,0.005812535708055622,False,Young,caf100
6411,e4,0.09018312310192544,True,Young,caf100
6418,e4,0.053880981832536756,True,Young,caf100
6422,e4,0.37422922171043327,False,Young,caf100
6423,e4,0.5486766159203411,True,Young,caf100
6424,e4,0.07446451614684313,True,Young,caf100
6426,e4,0.6638999165322119,True,Young,caf100
6427,e4,0.15145428176450548,True,Young,caf100
6429,e4,0.02611198458701236,True,Young,caf100
6434,e4,0.013236417269831824,True,Young,caf100
6435,e4,0.5277543002210303,False,Young,caf100
6440,e4,0.013852593188074191,True,Young,caf100
6444,e4,0.012926301709171417,True,Young,caf100
6445,e4,0.005896158815284602,True,Young,caf100
6448,e4,0.10302683698736304,True,Young,caf100
6452,e4,0.07350957631285637,False,Young,caf100
6457,e4,0.02794349214219194,True,Young,caf100
6460,e4,0.04034809188852517,,Young,caf101
6461,e4,0.04745647315190915,True,Young,caf101
6462,e4,0.26773878236862625,True,Young,caf101
6463,e4,0.18103906976030992,True,Young,caf101
6464,e4,0.15253126667663675,True,Young,caf101
6465,e4,0.17079327114719023,True,Young,caf101
6466,e4,0.08095803764912057,True,Young,caf101
6467,e4,0.08483178300695005,True,Young,caf101
6468,e4,0.03172649552446427,True,Young,caf101
6469,e4,0.048058801835379805,True,Young,caf101
6470,e4,0.10327211615120069,True,Young,caf101
6471,e4,0.11958430490963012,True,Young,caf101
6472,e4,0.4123627814383204,True,Young,caf101
6473,e4,0.15961404965376613,True,Young,caf101
6474,e4,0.2208229823170439,True,Young,caf101
6475,e4,0.31060511065088736,True,Young,caf101
6476,e4,0.07656665024787546,True,Young,caf101
6477,e4,0.06350457981299162,True,Young,caf101
6478,e4,0.1231420835197432,,Young,caf101
6479,e4,0.10237729358096614,True,Young,caf101
6480,e4,0.07526502988921546,True,Young,caf101
6481,e4,0.016609754570448887,True,Young,caf101
6482,e4,0.035998267197518974,True,Young,caf101
6483,e4,0.006486384824542002,True,Young,caf101
6484,e4,0.006947856050674828,True,Young,caf101
6485,e4,0.0008545507486010795,True,Young,caf101
6486,e4,0.14656856991930822,True,Young,caf101
6487,e4,0.07759369871738775,True,Young,caf101
6488,e4,0.09107984999419871,True,Young,caf101
6489,e4,0.5041750383256081,,Young,caf101
